name1,name2,topic1,topic2,simi
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p095r078_3x19780812-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p016r052_3x19780401-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p116r079_2x19791013-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,广东省100米分辨率土地覆被河湖滩地类型数据(2005年),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p119r082_2x19790823-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,陕西省1km格网土地适宜类空间分布数据（1980s）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,浙江省100米分辨率土地覆被典型草地类型数据(2005年),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,吉林省100米分辨率土地覆被常绿针叶林类型数据(2005年),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p185r081_2x19760129-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p172r034_4x19830728-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p044r025_1x19740731-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,中国各水资源一级区水质状况（2005年）,遥感数据\反演数据产品,自然资源\水资源,0.19578063
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p153r047_1x19730226-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p034r027_2x19760806-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p119r060_5x19901211-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p087r014_2x19750724-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p014r033_2x19750723-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p116r017_1x19740503-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p187r029_2x19780929-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p174r025_2x19750704-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p044r004_3x19790723-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p155r010_5x19840731-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p035r038_1x19730621-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,博斯腾湖沉积物碳酸盐碳氧同位素组成及碳酸盐，方解石和文石百分含量，Ca与Sr比值数据集（8500aBP以来）,遥感数据\反演数据产品,古环境\海洋/湖泊记录,0.2876193
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p098r075_1x19730612-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p018r020_1x19740705-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p118r073_1x19730227-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,中国公里格网30年平均月降水量分布数据（1961-1990年）,遥感数据\反演数据产品,大气圈\气候:大气圈\降水,0.28838038
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p182r066_1x19720910-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p167r022_2x19750627-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p037r022_1x19730623-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p147r018_1x19730906-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p135r041_5x19901109-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p114r028_5x19890916-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p030r045_3x19791007-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p129r044_1x19731030-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p010r029_1x19740329-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,贵州省1：25万县级行政区划数据(2014),遥感数据\反演数据产品,陆地表层\基础地理,0.29284585
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,三峡库区1：25万乡镇政府（2015）,遥感数据\反演数据产品,陆地表层\基础地理,0.29284585
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p184r070_1x19720930-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p171r015_5x19860806-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p038r030_2x19790304-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p156r048_1x19730106-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p132r050_1x19730223-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p123r035_5x19940929-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p101r017_2x19750702-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p019r038_1x19741004-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p120r013_1x19730617-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p186r016_3x19790405-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p172r036_1x19721006-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p041r005_2x19760726-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p149r031_2x19750504-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p137r032_5x19930624-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p115r027_5x19910625-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p031r039_2x19790701-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p130r038_3x19790930-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p003r071_2x19801106-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p177r055_1x19721222-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p050r027_2x19750723-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,青藏高原草地退化类型空间分布数据集,遥感数据\反演数据产品,陆地表层\植被,0.24323574
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p143r036_2x19761124-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p131r029_5x19880920-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p109r074_1x19721015-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p027r022_2x19760817-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p125r066_1x19721031-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,福建省1：25万年暴雨日数数据（1950s-1990s）,遥感数据\反演数据产品,陆地表层\灾害,0.24803111
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p178r038_1x19730603-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p053r017_2x19790705-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p156r032_1x19740219-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p132r033_3x19790529-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p122r022_4x19920807-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p096r085_2x19780223-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
中国未来30m土地利用预测数据集FROM-GLC-Simulation_6.0（2100年）,p017r033_2x19760912-陆地卫星遥感影像,遥感数据\反演数据产品,遥感数据\卫星影像,0.7682675
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国未来30m土地利用预测数据集FROM-GLC-Simulation_8.5（2030年）,遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,GLASS产品-叶面积指数LAI_AVHRR（0.05°）（1987年）,遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,GLASS产品-光合有效辐射吸收比FAPAR_modis(1km)（2002年）,遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,成渝城市群30m森林分布数据(2010年),遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,GLASS产品-发射率BBE_AVHRR（0.05°）（1990年）,遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,成渝城市群1：25万乡镇所在地数据集(2014年),遥感数据\反演数据产品,陆地表层\基础地理,0.29284585
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,长白山辐射要素数据集（2004-2014）,遥感数据\反演数据产品,大气圈\辐射,0.32377884
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,阜康气象要素数据集(2016),遥感数据\反演数据产品,大气圈\综合观测,0.4394461
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,长江中上游1：25万县级行政区划数据集(2014年),遥感数据\反演数据产品,陆地表层\基础地理,0.29284585
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,三峡库区1：10万湿地分布数据集(1986，1995，2000，2005年),遥感数据\反演数据产品,陆地表层\湿地,0.21368277
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,安徽省30m土地覆被湿地类型数据（2010年）,遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,武隆区公里格网植被减少表土损失价值量数据(2010),遥感数据\反演数据产品,陆地表层\生态,0.25610328
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,江西省30m土地覆被人工表面用地类型数据（2010年）,遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,福建省1km土地覆被耕地类型数据（2015年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,台湾省1km土地覆被草地类型数据（2015年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,鄱阳湖流域径流模拟数据集（过去1000a）,遥感数据\反演数据产品,古环境\古气候重建,0.31829715
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,黑龙江省30m土地覆被湿地类型数据（2010年）,遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,海南省30m土地覆被林地类型数据（2010年）,遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,海南省1km土地覆被林地类型数据（2015年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,上海市30m土地覆被湿地类型数据（2010年）,遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,天津市1km土地覆被林地类型数据（2015年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国分城市群流动人口基本特征数据（2011年）,遥感数据\反演数据产品,陆地表层\人口,0.2511838
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国分城市群流动人口婚育与计划生育服务特征数据（2012年）,遥感数据\反演数据产品,陆地表层\人口,0.2511838
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,西北地区1：400万土壤有效锌含量分布图(1980s),遥感数据\反演数据产品,陆地表层\土壤,0.15125768
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,长江三角洲城市群1：400万森林分布图（1977年）,遥感数据\反演数据产品,陆地表层\植被,0.24323574
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,云南省1：400万土壤有效锰含量分布图(1980s),遥感数据\反演数据产品,陆地表层\土壤,0.15125768
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,珠江三角洲城市群1：400万县级行政区划数据集（1987年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,安徽省1：400万土壤有效锌含量分布图(1980s),遥感数据\反演数据产品,陆地表层\土壤,0.15125768
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,西北地区1：100万土地资源数据（1980s）,遥感数据\反演数据产品,自然资源\土地资源,0.24950582
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,华东地区1：400万土壤有效铁含量分布图(1980s),遥感数据\反演数据产品,陆地表层\土壤,0.15125768
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,山西省公里网格农田光温生产潜力（1980s）,遥感数据\反演数据产品,自然资源\农业资源,0.17449346
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国1：25万土地覆被数据（2005年）,遥感数据\反演数据产品,遥感数据\遥感解译产品:陆地表层\土地利用/覆盖,0.6919292
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,福建省1：400万植被图（1979年）,遥感数据\反演数据产品,陆地表层\植被,0.24323574
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国1：25万土地覆被裸地类型数据（2005年）,遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,山西省100米分辨率土地覆被城镇建设用地类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,北京市100米分辨率土地覆被落叶针叶林类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,湖北省1：100万沼泽湿地数据集（2000年）,遥感数据\反演数据产品,陆地表层\湿地,0.21368277
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,福建省1km栅格土地利用耕地类型数据（1995年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,湖南省1km栅格土地利用林地类型数据（2000年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,吉林省1：1400万土壤质地类型分区图(1980s),遥感数据\反演数据产品,陆地表层\土壤:自然资源\土地资源,0.21647686
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,台湾省100米分辨率土地覆被河湖滩地类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,海南省100米分辨率土地覆被灌丛类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,河北省1km栅格土地利用城乡、工矿、居民用地类型数据（1995年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,安徽省100米分辨率土地覆被数据（2005年）,遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,长江三角洲城市群1：400万县级行政区划数据集（1994年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,西南地区1：400万县级行政区划数据集（1996年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,陕西省100米分辨率土地覆被水田类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,广东省100米分辨率土地覆被常绿阔叶林类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,澳门特别行政区1km栅格土地利用城乡、工矿、居民用地类型数据（1995年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,西北地区1：400万县级行政区划数据集（1987年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,江西省1km栅格土地利用未利用地类型数据（2000年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,贵州省1：400万县级行政区划数据集（1993年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,陕西省100米分辨率土地覆被常绿针叶林类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,甘肃省100米分辨率土地覆被灌丛草地类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,云南省1km栅格土地利用未利用地类型数据（1980s）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,澳门特别行政区1km栅格土地利用水体类型数据（2000年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,天津市1km栅格土地利用数据（1995年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,江西省100米分辨率土地覆被裸岩类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,福建省1km栅格土地利用数据（1980s）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,湖北省1km栅格土地利用未利用地类型数据（1980s）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,华东地区1：400万县级行政区划数据集（1984年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,山西省1km栅格土地利用林地类型数据（2000年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国100米分辨率土地覆被旱地类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,湖北省100米分辨率土地覆被沼泽类型数据(1980年代),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,陕西省1km栅格土地利用草地类型数据（1995年）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,安徽省1km栅格土地利用水体类型数据（1980s）,遥感数据\反演数据产品,陆地表层\土地利用/覆盖,0.2944839
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,陕西省1：400万县级行政区划数据集（1981年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,京津冀城市群1：400万县级行政区划数据集（1995年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国分市流动人口家庭成员与收支情况数据（2015年）,遥感数据\反演数据产品,陆地表层\人口,0.2511838
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,华北地区1：400万县级行政区划数据集（1987年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,重庆市公里格网降尺度降水数据(2015),遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,重庆市公里格网植被生产有机物质量数据(2000),遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,云南省公里格网植被释放氧气量数据(2000),遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,四川省公里格网植被固碳量数据集(2000),遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,贵州省公里格网植被减少泥沙淤积量数据(2000),遥感数据\反演数据产品,遥感数据\反演数据产品,1.0
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,陕西省1：400万县级行政区划数据集（1995年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,广东省1：400万县级行政区划数据集（1984年）,遥感数据\反演数据产品,陆地表层\基础地理:陆地表层\区划,0.265928
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,中国分省流动人口收入与消费特征数据（2014年）,遥感数据\反演数据产品,陆地表层\人口,0.2511838
GLASS产品-叶面积指数LAI_MODIS（1km）（2001年）,四川省100米分辨率土地覆被旱地类型数据(2005年),遥感数据\反演数据产品,遥感数据\遥感解译产品,0.901456
